time_s,sensor,sweep,basestation,polynomial,lfsr_location
1777473107.2574859,2,0,4,8,90008
1777473107.2630222,2,0,10,20,23465
1777473107.2698772,2,1,4,8,52194
1777473107.2735677,2,1,10,20,59806
1777473107.3591595,2,0,4,9,90547
1777473107.3642938,2,0,10,20,23116
1777473107.3697248,2,1,4,9,52617
1777473107.3725507,2,1,10,20,59806
1777473107.461514,2,0,4,8,90551
1777473107.4665823,2,0,10,21,23459
1777473107.4737952,2,1,4,8,52621
1777473107.4772477,2,1,10,21,59803
1777473107.56593,2,0,4,8,90551
1777473107.5713944,2,0,10,21,23117
1777473107.5803094,2,1,4,8,52195
1777473107.583339,2,1,10,20,59805
1777473107.6697958,2,0,4,8,90551
1777473107.6757572,2,0,10,20,23115
1777473107.6817675,2,1,4,8,52621
1777473107.6848605,2,1,10,20,59804
1777473107.7735975,2,0,4,9,90545
1777473107.779434,2,0,10,20,23467
1777473107.785978,2,1,4,8,52195
1777473107.7897434,2,1,10,20,59806
1777473107.8818183,2,0,4,9,90549
1777473107.8866935,2,0,10,21,23467
1777473107.8936436,2,1,4,8,52618
1777473107.896375,2,1,10,21,59810
1777473107.9830053,2,0,4,8,90550
1777473107.9892938,2,0,10,20,23118
1777473107.9964697,2,1,4,8,52623
1777473107.9996624,2,1,10,20,59805
1777473108.0807314,2,0,4,8,90550
1777473108.0841067,2,0,10,20,23117
1777473108.0905979,2,1,4,8,52617
1777473108.0950933,2,1,10,20,59807
1777473108.1858401,2,0,4,8,90551
1777473108.1908998,2,0,10,20,23467
1777473108.198021,2,1,4,8,52619
1777473108.200381,2,1,10,20,59806
1777473108.291425,2,0,4,8,90547
1777473108.297009,2,0,10,20,23468
1777473108.304065,2,1,4,8,52194
1777473108.307912,2,1,10,20,59807
